"","okved","total_index","foiv","impact"
"780","Государственное управление",80,"Минэкономразвития","Средняя"
"781","Предоставление прочих коммунальных, социальных и персональных услуг",81.4814814814815,"Минкультуры","Низкая"
"782","Государственное управление",88.8888888888889,"Минвостокразвития","Низкая"
"783","Строительство",82.2222222222222,"Минстрой","Средняя"
"784","Строительство",82.2222222222222,"Минстрой","Средняя"
"785","Транспорт",64.4444444444444,"Минтранс","Средняя"
"786","Предоставление прочих коммунальных, социальных и персональных услуг",92.5925925925926,"Минстрой","Низкая"
"787","Государственное управление",55.5555555555556,"ФТС","Низкая"
"788","Сельское хозяйство",73.3333333333333,"Минсельхоз","Средняя"
"789","Строительство",84.4444444444444,"Минстрой","Средняя"
"790","Строительство",75.4716981132076,"Минстрой","Высокая"
"791","Сельское хозяйство",70.3703703703704,"Минсельхоз","Низкая"
"792","Прочие производства",70.3703703703704,"Минсельхоз","Низкая"
"793","Строительство",70.3703703703704,"Минсельхоз","Низкая"
"794","Производство пищевых продуктов, включая напитки, и табака",53.3333333333333,"Росалкогольрегулирование","Средняя"
"795","Государственное управление",100,"Все остальные","Низкая"
"796","Государственное управление",88.8888888888889,"Минэкономразвития","Низкая"
"797","Государственное управление",92.5925925925926,"Минтруд","Низкая"
"798","Финансовая деятельность",66.6666666666667,"Минфин","Низкая"
"799","Государственное управление",80,"Минспорт","Средняя"
"800","Прочие производства",92.5925925925926,"Минприроды","Низкая"
"801","Налоговое администрирование",33.3333333333333,"ФНС","Средняя"
"802","Прочие производства",88.8888888888889,"Минприроды","Низкая"
"803","Сельское хозяйство",77.3584905660377,"Минсельхоз","Высокая"
"804","Государственное управление",62.2222222222222,"Минэкономразвития","Средняя"
"805","Государственное управление",70.3703703703704,"ФНС","Низкая"
"806","Государственное управление",70.3703703703704,"ФНС","Низкая"
"807","Государственное управление",81.4814814814815,"ФТС","Низкая"
"808","Операции с недвижимым имуществом, аренда и предоставление услуг",66.6666666666667,"Минэкономразвития","Средняя"
"809","Транспорт",44.4444444444444,"Минтранс","Средняя"
"810","Финансовая деятельность",74.0740740740741,"Минфин","Низкая"
"811","Строительство",77.7777777777778,"Минстрой","Средняя"
"812","Государственное управление",77.7777777777778,"Минстрой","Средняя"
"813","Производство и распределение электроэнергии, газа и воды",86.6666666666667,"Минэнерго","Средняя"
"814","Производство машин и оборудования",100,"Минпромторг","Низкая"
"815","Лесное хозяйство",100,"Минприроды","Низкая"
"816","Прочие производства",84.4444444444444,"Минприроды","Средняя"
"817","Производство и распределение электроэнергии, газа и воды",66.6666666666667,"Минэнерго","Средняя"
"818","Предоставление социальных услуг",88.8888888888889,"Минкультуры","Средняя"
"819","Операции с недвижимым имуществом, аренда и предоставление услуг",88.8888888888889,"Минэкономразвития","Низкая"
"820","Государственное управление",62.962962962963,"Минэкономразвития","Низкая"
"821","Государственное управление",51.8518518518519,"Минэкономразвития","Низкая"
"822","Государственное управление",40.7407407407407,"Минэкономразвития","Низкая"
"823","Связь",48.8888888888889,"Минцифры","Средняя"
"824","Здравоохранение",92.5925925925926,"Минздрав","Низкая"
"825","Государственное управление",44.4444444444444,"Минэкономразвития","Низкая"
"826","Финансовая деятельность",88.8888888888889,"ФНС","Низкая"
"827","Обеспечение военной безопасности",81.4814814814815,"Минэнерго","Низкая"
"828","Транспорт",93.3333333333333,"Минтранс","Средняя"
"829","Сельское хозяйство",100,"Минсельхоз","Средняя"
"830","Производство пищевых продуктов, включая напитки, и табака",100,"Минсельхоз","Средняя"
"831","Транспорт",31.1111111111111,"Минтранс","Средняя"
"832","Государственное управление",85.1851851851852,"Все остальные","Низкая"
"833","Операции с недвижимым имуществом, аренда и предоставление услуг",66.6666666666667,"Минэкономразвития","Низкая"
"834","Транспорт",88.8888888888889,"Минтранс","Средняя"
"835","Государственное управление",88.8888888888889,"ФТС","Низкая"
"836","Связь",93.3333333333333,"Минцифры","Средняя"
"837","Предоставление прочих коммунальных, социальных и персональных услуг",95.5555555555556,"Минстрой","Средняя"
"838","Финансовая деятельность",86.6666666666667,"Минтранс","Средняя"
"839","Сельское хозяйство",73.5849056603774,"Минсельхоз","Высокая"
"840","Предоставление прочих коммунальных, социальных и персональных услуг",88.8888888888889,"Минстрой","Средняя"
"841","Прочие производства",81.4814814814815,"Минприроды","Низкая"
"842","Сельское хозяйство",88.6792452830189,"Минсельхоз","Высокая"
"843","Прочие производства",81.4814814814815,"Минприроды","Низкая"
"844","Экология",57.7777777777778,"Минтранс","Средняя"
"845","Прочие производства",81.4814814814815,"Минприроды","Низкая"
"846","Сельское хозяйство",0,"Минсельхоз","Высокая"
"847","Предоставление социальных услуг",88.8888888888889,"Минтруд","Низкая"
"848","Здравоохранение",48.8888888888889,"Минздрав","Средняя"
"849","Государственное управление",96.2962962962963,"Минэкономразвития","Низкая"
"850","Государственное управление",96.2962962962963,"Минэкономразвития","Низкая"
"851","Государственное управление",96.2962962962963,"Минэкономразвития","Низкая"
"852","Сельское хозяйство",57.7777777777778,"Минсельхоз","Средняя"
"853","Государственное управление",77.7777777777778,"Минтруд","Низкая"
"854","Государственное управление",93.3333333333333,"Минэкономразвития","Средняя"
"855","Сельское хозяйство",0,"Минсельхоз","Высокая"
"856","Финансовая деятельность",66.6666666666667,"Минфин","Средняя"
"857","Сельское хозяйство",0,"Минсельхоз","Высокая"
"858","Транспорт",73.3333333333333,"Минтранс","Средняя"
"859","Государственное управление",100,"Минэкономразвития","Низкая"
"860","Прочие производства",85.1851851851852,"Минспорт","Низкая"
"861","Сельское хозяйство",92.5925925925926,"Минсельхоз","Низкая"
"862","Внешнеэкономическая деятельность",88.6792452830189,"ФНС","Высокая"
"863","Прочие производства",85.1851851851852,"Минсельхоз","Низкая"
"864","Государственное управление",35.5555555555556,"Минэкономразвития","Средняя"
"865","Государственное управление",56.6037735849057,"Минэкономразвития","Высокая"
"866","Образование",75.4716981132076,"Минобрнауки","Высокая"
"867","Транспорт",85.1851851851852,"Минтранс","Низкая"
"868","Государственное управление",59.2592592592593,"ФТС","Низкая"
"869","Финансовая деятельность",84.4444444444444,"Минфин","Средняя"
"870","Сельское хозяйство",84.4444444444444,"Минсельхоз","Средняя"
"871","Лесное хозяйство",37.7358490566038,"Минприроды","Высокая"
"872","Финансовая деятельность",60.377358490566,"Минфин","Высокая"
"873","Строительство",88.8888888888889,"Минстрой","Средняя"
"874","Строительство",88.8888888888889,"Минстрой","Средняя"
"875","Прочие производства",80,"Все остальные","Средняя"
"876","Государственное управление",37.7777777777778,"МЧС","Средняя"
"877","Прочие производства",81.4814814814815,"Минэкономразвития","Низкая"
"878","Государственное управление",88.8888888888889,"Минтруд","Средняя"
"879","Строительство",88.8888888888889,"Минэкономразвития","Низкая"
"880","Транспорт",51.8518518518519,"ФАС","Низкая"
"881","Транспорт",51.8518518518519,"ФАС","Низкая"
"882","Добыча топливно-энергетических полезных ископаемых",96.2962962962963,"Минприроды","Низкая"
"883","Сельское хозяйство",1.88679245283019,"Минсельхоз","Высокая"
"884","Транспорт",88.8888888888889,"Минтранс","Средняя"
"885","Государственное управление",59.2592592592593,"ФТС","Низкая"
"886","Государственное управление",37.7777777777778,"ФТС","Средняя"
"887","Строительство",17.7777777777778,"МЧС","Средняя"
"888","Транспорт",81.1320754716981,"МВД","Высокая"
"889","Здравоохранение",81.1320754716981,"МВД","Высокая"
"890","Государственное управление",96.2962962962963,"ФТС","Низкая"
"891","Производство оборудования",96.2962962962963,"ФТС","Низкая"
"892","Государственное управление",85.1851851851852,"Все остальные","Низкая"
"893","Финансовая деятельность",66.6666666666667,"ФНС","Средняя"
"894","Государственное управление",85.1851851851852,"ФТС","Низкая"
"895","Сельское хозяйство",0,"Минсельхоз","Высокая"
"896","Строительство",85.1851851851852,"Минстрой","Низкая"
"897","Государственное управление",81.1320754716981,"Минпромторг","Высокая"
"898","Оптовая и розничная торговля",79.2452830188679,"Росалкогольрегулирование","Высокая"
"899","Государственное управление",80,"ФНС","Средняя"
"900","Государственное управление",74.0740740740741,"Минвостокразвития","Низкая"
"901","Государственное управление",24.4444444444444,"ФТС","Средняя"
"902","Прочие производства",95.5555555555556,"Ростехнадзор","Средняя"
"903","Производство и распределение электроэнергии, газа и воды",81.4814814814815,"Минэнерго","Низкая"
"904","Транспорт",11.1111111111111,"Минтранс","Низкая"
"905","Транспорт",77.7777777777778,"Минтранс","Средняя"
"906","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"907","Лесное хозяйство",81.4814814814815,"Минприроды","Низкая"
"908","Государственное управление",28.3018867924528,"ФТС","Высокая"
"909","Здравоохранение",97.7777777777778,"Роспотребнадзор","Средняя"
"910","Связь",68.8888888888889,"Минцифры","Средняя"
"911","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"912","Строительство",80,"Минстрой","Средняя"
"913","Строительство",82.2222222222222,"Минстрой","Средняя"
"914","Операции с недвижимым имуществом, аренда и предоставление услуг",70.3703703703704,"Минэкономразвития","Низкая"
"915","Производство машин и оборудования",90.5660377358491,"Минпромторг","Высокая"
"916","Государственное управление",91.1111111111111,"ФНС","Средняя"
"917","Транспорт",80,"Минтранс","Средняя"
"918","Прочие производства",91.1111111111111,"Минэкономразвития","Средняя"
"919","Связь",41.5094339622642,"Минцифры","Высокая"
"920","Производство пищевых продуктов, включая напитки, и табака",37.7777777777778,"Роспотребнадзор","Средняя"
"921","Производство пищевых продуктов, включая напитки, и табака",75.5555555555556,"Роспотребнадзор","Средняя"
"922","Государственное управление",77.7777777777778,"Минфин","Низкая"
"923","Внешнеэкономическая деятельность",77.7777777777778,"Минфин","Низкая"
"924","Государственное управление",33.3333333333333,"Минэкономразвития","Средняя"
"925","Прочие производства",92.5925925925926,"Минприроды","Низкая"
"926","Производство пищевых продуктов, включая напитки, и табака",73.5849056603774,"Росалкогольрегулирование","Высокая"
"927","Транспорт",40,"Минтранс","Средняя"
"928","Государственное управление",74.0740740740741,"ФТС","Низкая"
"929","Добыча полезных ископаемых, кроме топливно-энергетических",88.8888888888889,"Минприроды","Низкая"
"930","Транспорт",74.0740740740741,"Минтранс","Низкая"
"931","Транспорт",88.8888888888889,"Минтранс","Средняя"
"932","Обеспечение военной безопасности",81.4814814814815,"Минэнерго","Низкая"
"933","Производство и распределение электроэнергии, газа и воды",8.88888888888889,"Минэнерго","Средняя"
"934","Связь",55.5555555555556,"Минцифры","Средняя"
"935","Строительство",80,"Минстрой","Средняя"
"936","Транспорт",84.4444444444444,"Минтранс","Средняя"
"937","Транспорт",39.622641509434,"Минтранс","Высокая"
"938","Транспорт",85.1851851851852,"Минтранс","Низкая"
"939","Производство и распределение электроэнергии, газа и воды",20,"Минэнерго","Средняя"
"940","Транспорт",91.1111111111111,"Минтранс","Средняя"
"941","Государственное управление",88.8888888888889,"ФТС","Низкая"
"942","Предоставление прочих коммунальных, социальных и персональных услуг",77.3584905660377,"Минстрой","Высокая"
"943","Сельское хозяйство",85.1851851851852,"Минсельхоз","Низкая"
"944","Рыболовство, рыбоводство",88.8888888888889,"Минвостокразвития","Низкая"
"945","Добыча полезных ископаемых, кроме топливно-энергетических",88.8888888888889,"Минвостокразвития","Низкая"
"946","Прочие производства",88.8888888888889,"Минвостокразвития","Низкая"
"947","Предоставление прочих коммунальных, социальных и персональных услуг",79.2452830188679,"Минстрой","Высокая"
"948","Государственное управление",77.7777777777778,"ФТС","Низкая"
"949","Прочие производства",60,"Минприроды","Средняя"
"950","Рыболовство, рыбоводство",96.2962962962963,"Минвостокразвития","Низкая"
"951","Добыча полезных ископаемых, кроме топливно-энергетических",96.2962962962963,"Минвостокразвития","Низкая"
"952","Прочие производства",96.2962962962963,"Минвостокразвития","Низкая"
"953","Сельское хозяйство",81.1320754716981,"Минсельхоз","Высокая"
"954","Строительство",82.2222222222222,"Минстрой","Средняя"
"955","Транспорт",75.5555555555556,"Роспотребнадзор","Средняя"
"956","Здравоохранение",66.6666666666667,"Роспотребнадзор","Низкая"
"957","Сельское хозяйство",77.7777777777778,"Минсельхоз","Средняя"
"958","Государственное управление",84.9056603773585,"Минпромторг","Высокая"
"959","Транспорт",84.4444444444444,"Минтранс","Средняя"
"960","Государственное управление",74.0740740740741,"ФТС","Низкая"
"961","Транспорт",53.3333333333333,"Минтранс","Средняя"
"962","Государственное управление",81.4814814814815,"ФТС","Низкая"
"963","Прочие производства",84.4444444444444,"Минэкономразвития","Средняя"
"964","Здравоохранение",86.6666666666667,"Минздрав","Средняя"
"965","Химическое производство",0,"Минприроды","Низкая"
"966","Прочие производства",0,"Минприроды","Низкая"
"967","Экология",0,"Минприроды","Низкая"
"968","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"969","Государственное управление",91.1111111111111,"ФАС","Средняя"
"970","Сельское хозяйство",0,"Минсельхоз","Высокая"
"971","Сельское хозяйство",0,"Минсельхоз","Высокая"
"972","Государственное управление",66.6666666666667,"ФАС","Низкая"
"973","Здравоохранение",82.2222222222222,"Роспотребнадзор","Средняя"
"974","Государственное управление",93.3333333333333,"ФНС","Средняя"
"975","Добыча топливно-энергетических полезных ископаемых",51.1111111111111,"Минэнерго","Средняя"
"976","Транспорт",55.5555555555556,"Минтранс","Средняя"
"977","Производство и распределение электроэнергии, газа и воды",35.5555555555556,"Минэнерго","Средняя"
"978","Государственное управление",84.4444444444444,"Минпромторг","Средняя"
"979","Прочие производства",74.0740740740741,"Минспорт","Низкая"
"980","Прочие производства",77.7777777777778,"Минспорт","Низкая"
"981","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"982","Рыболовство, рыбоводство",100,"Минсельхоз","Средняя"
"983","Государственное управление",100,"Все остальные","Низкая"
"984","Строительство",83.0188679245283,"Ростехнадзор","Высокая"
"985","Государственное управление",83.0188679245283,"Ростехнадзор","Высокая"
"986","Здравоохранение",84.4444444444444,"Минздрав","Средняя"
"987","Государственное управление",81.4814814814815,"Минкультуры","Низкая"
"988","Государственное управление",85.1851851851852,"Минтруд","Низкая"
"989","Финансовая деятельность",77.7777777777778,"Минфин","Низкая"
"990","Производство и распределение электроэнергии, газа и воды",86.6666666666667,"Минэнерго","Средняя"
"991","Связь",86.6666666666667,"Минцифры","Средняя"
"992","Государственное управление",33.3333333333333,"Минэкономразвития","Средняя"
"993","Рыболовство, рыбоводство",100,"Все остальные","Низкая"
"994","Государственное управление",40.7407407407407,"Минэкономразвития","Низкая"
"995","Государственное управление",88.8888888888889,"Минэкономразвития","Низкая"
"996","Государственное управление",100,"ФНС","Низкая"
"997","Государственное управление",37.037037037037,"Все остальные","Низкая"
"998","Государственное управление",81.4814814814815,"ФТС","Низкая"
"999","Прочие производства",91.1111111111111,"Минспорт","Средняя"
"1000","Финансовая деятельность",59.2592592592593,"Минфин","Низкая"
"1001","Прочие производства",96.2962962962963,"Минпромторг","Низкая"
"1002","Государственное управление",93.3333333333333,"Минэкономразвития","Средняя"
"1003","Финансовая деятельность",55.5555555555556,"Минфин","Низкая"
"1004","Рыболовство, рыбоводство",97.7777777777778,"Минсельхоз","Средняя"
"1005","Сельское хозяйство",100,"Минсельхоз","Низкая"
"1006","Финансовая деятельность",70.3703703703704,"Минфин","Низкая"
"1007","Государственное управление",95.5555555555556,"ФНС","Средняя"
"1008","Гостиницы и рестораны",97.7777777777778,"Минкультуры","Средняя"
"1009","Прочие производства",91.1111111111111,"Ростехнадзор","Средняя"
"1010","Производство и распределение электроэнергии, газа и воды",91.1111111111111,"Ростехнадзор","Средняя"
"1011","Государственное управление",68.8888888888889,"Минспорт","Средняя"
"1012","Транспорт",86.6666666666667,"Минтранс","Средняя"
"1013","Транспорт",77.7777777777778,"Минтранс","Средняя"
"1014","Государственное управление",92.5925925925926,"ФАС","Низкая"
"1015","Финансовая деятельность",71.1111111111111,"Минэкономразвития","Средняя"
"1016","Прочие производства",92.5925925925926,"Минэкономразвития","Низкая"
"1017","Рыболовство, рыбоводство",84.9056603773585,"Минсельхоз","Высокая"
"1018","Рыболовство, рыбоводство",83.0188679245283,"Минсельхоз","Высокая"
"1019","Производство и распределение электроэнергии, газа и воды",40.7407407407407,"Минэнерго","Низкая"
"1020","Финансовая деятельность",33.3333333333333,"Минфин","Средняя"
"1021","Государственное управление",60.377358490566,"Минспорт","Высокая"
"1022","Государственное управление",91.1111111111111,"Минтруд","Средняя"
"1023","Налоговое администрирование",28.3018867924528,"Минфин","Высокая"
"1024","Сельское хозяйство",0,"Минсельхоз","Высокая"
"1025","Финансовая деятельность",86.6666666666667,"Минфин","Средняя"
"1026","Лесное хозяйство",42.2222222222222,"Минприроды","Средняя"
"1027","Финансовая деятельность",55.5555555555556,"Минфин","Низкая"
"1028","Сельское хозяйство",51.1111111111111,"Роспотребнадзор","Средняя"
"1029","Государственное управление",93.3333333333333,"МВД","Средняя"
"1030","Производство пищевых продуктов, включая напитки, и табака",53.3333333333333,"Росалкогольрегулирование","Средняя"
"1031","Финансовая деятельность",48.1481481481481,"Минфин","Низкая"
"1032","Сельское хозяйство",69.811320754717,"Минсельхоз","Высокая"
"1033","Финансовая деятельность",80,"Минфин","Средняя"
"1034","Государственное управление",81.1320754716981,"ФАС","Высокая"
"1035","Операции с недвижимым имуществом, аренда и предоставление услуг",88.8888888888889,"Минэкономразвития","Низкая"
"1036","Государственное управление",66.6666666666667,"ФТС","Низкая"
"1037","Сельское хозяйство",84.9056603773585,"Минсельхоз","Высокая"
"1038","Связь",91.1111111111111,"Минцифры","Средняя"
"1039","Финансовая деятельность",37.037037037037,"Минфин","Низкая"
"1040","Государственное управление",33.3333333333333,"Минэкономразвития","Низкая"
"1041","Государственное управление",33.3333333333333,"Минэкономразвития","Низкая"
"1042","Сельское хозяйство",77.7777777777778,"Минсельхоз","Средняя"
"1043","Государственное управление",92.5925925925926,"Минтруд","Низкая"
"1044","Оптовая и розничная торговля",46.6666666666667,"Минпромторг","Средняя"
"1045","Финансовая деятельность",54.7169811320755,"Минфин","Высокая"
"1046","Финансовая деятельность",64.1509433962264,"Минфин","Высокая"
"1047","Сельское хозяйство",84.4444444444444,"Минсельхоз","Средняя"
"1048","Государственное управление",83.0188679245283,"Минпромторг","Высокая"
"1049","Государственное управление",77.7777777777778,"ФАС","Средняя"
"1050","Строительство",86.6666666666667,"Минэкономразвития","Средняя"
"1051","Операции с недвижимым имуществом, аренда и предоставление услуг",86.6666666666667,"Минэкономразвития","Средняя"
"1052","Транспорт",93.3333333333333,"Минтранс","Средняя"
"1053","Финансовая деятельность",40.7407407407407,"Минфин","Низкая"
"1054","Образование",100,"МЧС","Низкая"
"1055","Предоставление прочих коммунальных, социальных и персональных услуг",82.2222222222222,"Минстрой","Средняя"
"1056","Строительство",75.5555555555556,"Минстрой","Средняя"
"1057","Финансовая деятельность",51.1111111111111,"Минфин","Средняя"
"1058","Транспорт",75.5555555555556,"Минтранс","Средняя"
"1059","Транспорт",100,"МВД","Низкая"
"1060","Транспорт",73.5849056603774,"МВД","Высокая"
"1061","Здравоохранение",91.1111111111111,"Минздрав","Средняя"
"1062","Строительство",75.4716981132076,"Минстрой","Высокая"
"1063","Транспорт",84.4444444444444,"Минтранс","Средняя"
"1064","Транспорт",81.4814814814815,"Минтранс","Низкая"
"1065","Добыча топливно-энергетических полезных ископаемых",62.2641509433962,"Минэнерго","Высокая"
"1066","Государственное управление",66.6666666666667,"Минтруд","Низкая"
"1067","Операции с недвижимым имуществом, аренда и предоставление услуг",66.6666666666667,"Минэкономразвития","Средняя"
"1068","Прочие производства",84.9056603773585,"Минприроды","Высокая"
"1069","Прочие производства",88.8888888888889,"МЧС","Средняя"
"1070","Финансовая деятельность",64.4444444444444,"Минэкономразвития","Средняя"
"1071","Строительство",92.5925925925926,"Минтранс","Низкая"
"1072","Транспорт",92.5925925925926,"Минтранс","Низкая"
"1073","Государственное управление",79.2452830188679,"Минкультуры","Высокая"
"1074","Строительство",82.2222222222222,"Минстрой","Средняя"
"1075","Государственное управление",88.8888888888889,"Минкультуры","Средняя"
"1076","Связь",53.3333333333333,"Все остальные","Средняя"
"1077","Государственное управление",91.1111111111111,"Минтруд","Средняя"
"1078","Предоставление прочих коммунальных, социальных и персональных услуг",81.4814814814815,"Минкультуры","Низкая"
"1079","Предоставление социальных услуг",81.4814814814815,"Минкультуры","Низкая"
"1080","Государственное управление",37.7777777777778,"ФТС","Средняя"
"1081","Государственное управление",59.2592592592593,"МЧС","Низкая"
"1082","Финансовая деятельность",92.5925925925926,"ФАС","Низкая"
"1083","Государственное управление",81.4814814814815,"Минприроды","Низкая"
"1084","Государственное управление",97.7777777777778,"Минприроды","Средняя"
"1085","Операции с недвижимым имуществом, аренда и предоставление услуг",88.8888888888889,"Минэкономразвития","Низкая"
"1086","Государственное управление",49.0566037735849,"ФТС","Высокая"
"1087","Сельское хозяйство",5.66037735849057,"Минсельхоз","Высокая"
"1088","Производство пищевых продуктов, включая напитки, и табака",73.5849056603774,"Росалкогольрегулирование","Высокая"
"1089","Строительство",85.1851851851852,"Минтранс","Низкая"
"1090","Текстильное и швейное производство",62.2641509433962,"Минпромторг","Высокая"
"1091","Оптовая и розничная торговля",62.2641509433962,"Минпромторг","Высокая"
"1092","Производство пищевых продуктов, включая напитки, и табака",71.1111111111111,"Роспотребнадзор","Средняя"
"1093","Транспорт",85.1851851851852,"Минтранс","Низкая"
"1094","Прочие производства",69.811320754717,"Минкультуры","Высокая"
"1095","Операции с недвижимым имуществом, аренда и предоставление услуг",82.2222222222222,"Минэкономразвития","Средняя"
"1096","Здравоохранение",88.8888888888889,"Минздрав","Средняя"
"1097","Государственное управление",80,"Минтруд","Средняя"
"1098","Металлургическое производство",97.7777777777778,"Минтруд","Средняя"
"1099","Производство машин и оборудования",97.7777777777778,"Минтруд","Средняя"
"1100","Производство транспортных средств",97.7777777777778,"Минтруд","Средняя"
"1101","Прочие производства",97.7777777777778,"Минтруд","Средняя"
"1102","Государственное управление",97.7777777777778,"Минтруд","Средняя"
"1103","Производство готовых металлических изделий",97.7777777777778,"Минтруд","Средняя"
"1104","Производство оборудования",97.7777777777778,"Минтруд","Средняя"
"1105","Производство бытовых изделий и предметов личного пользования",97.7777777777778,"Минтруд","Средняя"
"1106","Государственное управление",91.1111111111111,"ФТС","Средняя"
"1107","Финансовая деятельность",48.1481481481481,"Минфин","Низкая"
"1108","Связь",96.2962962962963,"Минцифры","Низкая"
"1109","Транспорт",84.4444444444444,"Минтранс","Средняя"
"1110","Государственное управление",57.7777777777778,"Минэнерго","Средняя"
"1111","Транспорт",74.0740740740741,"Минтранс","Низкая"
"1112","Транспорт",80,"Минтранс","Средняя"
"1113","Финансовая деятельность",88.8888888888889,"ФНС","Низкая"
"1114","Социальное страхование",3.7037037037037,"Минтруд","Низкая"
"1115","Социальное страхование",3.7037037037037,"Минтруд","Низкая"
"1116","Добыча топливно-энергетических полезных ископаемых",95.5555555555556,"Ростехнадзор","Средняя"
"1117","Добыча топливно-энергетических полезных ископаемых",95.5555555555556,"Ростехнадзор","Средняя"
"1118","Финансовая деятельность",90.5660377358491,"ФАС","Высокая"
"1119","Прочие производства",88.8888888888889,"Минприроды","Низкая"
"1120","Предоставление прочих коммунальных, социальных и персональных услуг",57.7777777777778,"ФАС","Средняя"
"1121","Прочие производства",92.5925925925926,"ФНС","Низкая"
"1122","Финансовая деятельность",71.1111111111111,"ФНС","Средняя"
"1123","Транспорт",37.7777777777778,"Минтранс","Средняя"
"1124","Финансовая деятельность",41.5094339622642,"Минфин","Высокая"
"1125","Транспорт",93.3333333333333,"Минтранс","Средняя"
"1126","Охота",91.1111111111111,"Минприроды","Средняя"
"1127","Здравоохранение",96.2962962962963,"Минтруд","Низкая"
"1128","Предоставление социальных услуг",96.2962962962963,"Минтруд","Низкая"
"1129","Рыболовство, рыбоводство",88.8888888888889,"Минвостокразвития","Средняя"
"1130","Прочие производства",88.8888888888889,"Минвостокразвития","Средняя"
"1131","Строительство",88.8888888888889,"Минвостокразвития","Средняя"
"1132","Транспорт",88.8888888888889,"Минвостокразвития","Средняя"
"1133","Образование",88.8888888888889,"Минвостокразвития","Средняя"
"1134","Здравоохранение",88.8888888888889,"Минвостокразвития","Средняя"
"1135","Финансовая деятельность",40,"Минфин","Средняя"
"1136","Добыча полезных ископаемых, кроме топливно-энергетических",95.5555555555556,"Минприроды","Средняя"
"1137","Транспорт",84.4444444444444,"Минпромторг","Средняя"
"1138","Транспорт",82.2222222222222,"Минпромторг","Средняя"
"1139","Прочие производства",93.3333333333333,"Минпромторг","Средняя"
"1140","Государственное управление",88.8888888888889,"ФНС","Средняя"
"1141","Строительство",85.1851851851852,"МЧС","Низкая"
"1142","Обеспечение военной безопасности",66.6666666666667,"Минобороны","Низкая"
"1143","Финансовая деятельность",32.0754716981132,"Минфин","Высокая"
"1144","Финансовая деятельность",18.8679245283019,"Минфин","Высокая"
"1145","Текстильное и швейное производство",60,"Минпромторг","Средняя"
"1146","Производство кожи, изделий из кожи",60,"Минпромторг","Средняя"
"1147","Обработка древесины и производство изделий из дерева",60,"Минпромторг","Средняя"
"1148","Целлюлозно-бумажное производство",60,"Минпромторг","Средняя"
"1149","Производство кокса",60,"Минпромторг","Средняя"
"1150","Химическое производство",60,"Минпромторг","Средняя"
"1151","Производство резиновых изделий",60,"Минпромторг","Средняя"
"1152","Производство прочих неметаллических минеральных продуктов",60,"Минпромторг","Средняя"
"1153","Металлургическое производство",60,"Минпромторг","Средняя"
"1154","Производство машин и оборудования",60,"Минпромторг","Средняя"
"1155","Производство электрооборудования",60,"Минпромторг","Средняя"
"1156","Производство транспортных средств",60,"Минпромторг","Средняя"
"1157","Прочие производства",60,"Минпромторг","Средняя"
"1158","Производство и распределение электроэнергии, газа и воды",60,"Минпромторг","Средняя"
"1159","Производство обуви",60,"Минпромторг","Средняя"
"1160","Производство готовых металлических изделий",60,"Минпромторг","Средняя"
"1161","Производство электронного оборудования",60,"Минпромторг","Средняя"
"1162","Производство оптического оборудования",60,"Минпромторг","Средняя"
"1163","Производство оборудования",60,"Минпромторг","Средняя"
"1164","Производство бытовых изделий и предметов личного пользования",60,"Минпромторг","Средняя"
"1165","Производство и распределение электроэнергии, газа и воды",84.4444444444444,"Минэнерго","Средняя"
"1166","Сельское хозяйство",93.3333333333333,"Минсельхоз","Средняя"
"1167","Металлургическое производство",95.5555555555556,"Ростехнадзор","Средняя"
"1168","Строительство",86.6666666666667,"Минстрой","Средняя"
"1169","Сельское хозяйство",71.6981132075472,"Минсельхоз","Высокая"
"1170","Производство и распределение электроэнергии, газа и воды",81.1320754716981,"Минэнерго","Высокая"
"1171","Транспорт",92.5925925925926,"Минтранс","Низкая"
"1172","Производство и распределение электроэнергии, газа и воды",71.1111111111111,"Минэнерго","Средняя"
"1173","Сельское хозяйство",0,"Роспотребнадзор","Средняя"
"1174","Производство пищевых продуктов, включая напитки, и табака",0,"Роспотребнадзор","Средняя"
"1175","Прочие производства",0,"Роспотребнадзор","Средняя"
"1176","Государственное управление",96.2962962962963,"Минвостокразвития","Низкая"
"1177","Оптовая и розничная торговля",84.4444444444444,"Минпромторг","Средняя"
"1178","Транспорт",33.9622641509434,"Минтранс","Высокая"
"1179","Связь",73.3333333333333,"Минцифры","Средняя"
"1180","Финансовая деятельность",59.2592592592593,"Минфин","Низкая"
"1181","Государственное управление",68.8888888888889,"Минкультуры","Средняя"
"1182","Финансовая деятельность",31.1111111111111,"Минфин","Средняя"
"1183","Производство пищевых продуктов, включая напитки, и табака",100,"Минэкономразвития","Низкая"
